"PK-6","Abdul Sattar Khan","Pakistan Muslim League (N)","3641"
"PK-6","Abdul Wahab","Independent","410"
"PK-6","Abdul Wali","MUTAHIDA DEENI MAHAZ","1110"
"PK-6","Abid Ur Rehman","Jumiat Ulma-e-Islam(Nazryati)","44"
"PK-6","Ashfaq Ahmad Khalil","Pakistan Peoples Party Parliamentarians","5029"
"PK-6","Fazal Elahi","Pakistan Tehreek-e-Insaf","15909"
"PK-6","Ghufran Ullah","MustaqbIl Pakistan","317"
"PK-6","Kashif Azam","Jamaat-e-Islami Pakistan","6266"
"PK-6","Khadim Hussain","Independent","621"
"PK-6","Malik Sikandar Khan","Independent","64"
"PK-6","Manzoor Ali","Tehreek-e-Pasmanada Awam Pakistan","3051"
"PK-6","Muhammad Alamgir Khalil","Awami National Party","3720"
"PK-6","Muhammad Sardar Samiullah","Jamiat Ulama-e-Pakistan (Noorani)","296"
"PK-6","Muhammad Zubair Khan","Jamiat Ulama-e-Islam (F)","5169"
"PK-6","Raees Khan","Independent","7619"
"PK-6","Sikandar Khan","Tehreek-e-Tahafuze Pakistan","447"
"PK-6","Zahoor Elahi","Muttahida Qaumi Movement Pakistan","115"
"PK-7","Arbab Sheryar Khan","Independent","6119"
"PK-7","Aziz Ghaffar Khan","Awami National Party","1314"
"PK-7","Azmat khan","Pakistan Muslim League","833"
"PK-7","Fayaz khan","Independent","814"
"PK-7","Hashmat Khan","Jamaat-e-Islami Pakistan","6684"
"PK-7","Insaf Khan","Independent","1230"
"PK-7","Jehanzeb","Independent","1520"
"PK-7","Khurshed","Independent","78"
"PK-7","Kiramat Ullah Khalil","Independent","5148"
"PK-7","Kiramat Ullah Khan","Pakistan Peoples Party Parliamentarians","6294"
"PK-7","Mehmood Jan","Pakistan Tehreek-e-Insaf","12583"
"PK-7","Muhammad Amir khan","Tehreek-e-Pasmanada Awam Pakistan","1145"
"PK-7","Muhammad Ijaz Khan","Independent","1329"
"PK-7","Muhammad Illyas","Pakistan Rah-e-Haq Party","426"
"PK-7","Noor Muhammad","Muttahida Qaumi Movement Pakistan","73"
"PK-7","Rafiq Ahmad Khalil","Jamiat Ulama-e-Islam (F)","6402"
"PK-7","Syed Abbas Ali Shah","Pakistan Muslim League (N)","4377"
"PK-8","ABDUL HASEEB","Jamiat Ulama-e-Islam (S)","3647"
"PK-8","ANWAR GUL ANWAR SARDAR FAROOQI","Pakistan Muslim League (J)","59"
"PK-8","ARBAB AKBER HAYAT","Pakistan Muslim League (N)","13528"
"PK-8","ARBAB NAZIR AHMAD KHAN","Awami National Party","2712"
"PK-8","ASIF IQBAL DAUD ZAI","Jamiat Ulama-e-Islam (F)","10458"
"PK-8","FAZAL ULLAH DAWOODZAI","Jamaat-e-Islami Pakistan","4769"
"PK-8","HAJI JEHANZEB KHAN","Pakistan Tehreek-e-Insaf","9335"
"PK-8","HIDAYAT UR REHMAN KASHAF","Pakistan Muslim League","41"
"PK-8","KAMRAN KHAN","Islami Inqalab Party","206"
"PK-8","KHAWAJA MUHMMAD AMIN","Independent","219"
"PK-8","MALIK FERDOS KHAN","Independent","53"
"PK-8","MALIK TEHMASH KHAN","Pakistan Peoples Party Parliamentarians","8324"
"PK-8","MUHAMMAD JAMAL","Independent","89"
"PK-8","MUHAMMAD ZAMAN AWAN","Jamiat Ulama-e-Pakistan (Noorani)","231"
"PK-8","MUHMMAD SAEED","Independent","41"
"PK-8","MUHMMAD SHAFI","Tehreek-e-Pasmanada Awam Pakistan","1888"
"PK-8","NASIR KHAN","Independent","29"
"PK-8","RAFAQAT ULLAH","Independent","22"
"PK-8","SAYED MUHMMAD ISRAR KHAN","Independent","141"
"PK-8","SHAUKAT ALI","Tehreek-e-Tahafuze Pakistan","423"
"PK-9","Ahsan Akbar Afridi","Independent","16"
"PK-9","Allama Muhammad Shoaib","Pakistan Muslim League","199"
"PK-9","Arbab Jehandad Khan","Pakistan Tehreek-e-Insaf","13385"
"PK-9","Arbab Muhammad Usman Khan","Awami National Party","8301"
"PK-9","Arshad Naeem Khan","Independent","240"
"PK-9","Hamd Ullah Jan budhni","Jamaat-e-Islami Pakistan","7166"
"PK-9","Iftikhar Khan Jhagra","Millat Party","0"
"PK-9","Iftikhar Khan Jhagra","Pakistan Peoples Party Parliamentarians","10760"
"PK-9","Mohammad Sharif","Jamiat Ulama-e-Islam (F)","10782"
"PK-9","Qari Muhammad Qasim","MUTAHIDA DEENI MAHAZ","157"
"PK-9","Rashid Mehmood Khan","Pakistan Muslim League (N)","8444"
"PK-9","Shafat Ullah","Independent","197"
"PK-9","Shah Nawaz Khan","Tehreek-e-Tahafuze Pakistan","347"
"PK-9","Tauseef Akbar Afridi","Pakistan Muslim League (J)","66"
"PK-9","Wahid Khan","Muttahida Qaumi Movement Pakistan","72"
"PK-9","Wali Khan","Independent","106"
"PK-10","Aman Ullah","Pakistan Muslim League (N)","8158"
"PK-10","Ghazanfar Ali","Pakistan Peoples Party Parliamentarians","6229"
"PK-10","Javid Khan Momand","Jamaat-e-Islami Pakistan","7065"
"PK-10","Khushdil khan","Awami National Party","10453"
"PK-10","Moulana Hameed Gul Haleem","MUTAHIDA DEENI MAHAZ","147"
"PK-10","Muhammad Sadeeq","Jamiat Ulama-e-Islam (F)","3266"
"PK-10","Shah Farman","Pakistan Tehreek-e-Insaf","11525"
"PK-11","Ansar Ullah Khan","Independent","98"
"PK-11","Israr Khan","Independent","112"
"PK-11","Khalid Waqar","Jamiat Ulama-e-Islam (F)","12977"
"PK-11","Khalid Waqas","Jamaat-e-Islami Pakistan","2955"
"PK-11","Masaud Khan","MUTAHIDA DEENI MAHAZ","1042"
"PK-11","Muhammad Aurangzeb","Independent","259"
"PK-11","Muhammad Dawood Khan Barki","Pakistan Peoples Party Parliamentarians","3375"
"PK-11","Muhammad Intikhab Khan","Pakistan Muslim League","1161"
"PK-11","Muhammad Saeed","Tehreek-e-Tahafuze Pakistan","2137"
"PK-11","Muhammad Tariq Shah","Tehreek-e-Pasmanada Awam Pakistan","290"
"PK-11","Muhammad Younis","Muttahida Qaumi Movement Pakistan","81"
"PK-11","Saqib Ullah","Awami National Party","5889"
"PK-11","Shaukat Ali Khan","Independent","77"
"PK-11","Sifat Ullah","Pakistan Muslim League (N)","11140"
"PK-11","Syed Mohammad Ishtiaq","Pakistan Tehreek-e-Insaf","15153"
"PK-12","Ajmal Khan","Jamiat Ulama-e-Islam (F)","2343"
"PK-12","Ameen Bibi","Independent","96"
"PK-12","Ashfaq Ahmad","Pakistan Muslim League (N)","10660"
"PK-12","Dilshad Begum","Independent","19"
"PK-12","Fawad Ahmad Durrani","Independent","53"
"PK-12","Jawad Nabi","Independent","225"
"PK-12","Khaliq ur Rehman","Pakistan Tehreek-e-Insaf","29157"
"PK-12","Mian Iftikhar Hussain","Awami National Party","13291"
"PK-12","Muhammad Bashir Khan","Independent","95"
"PK-12","Nadir Shah Khattak","Jamaat-e-Islami Pakistan","2375"
"PK-12","Shah Nawaz Khattak","Independent","54"
"PK-12","Syed Iftikhar Ali Shah","Pakistan Peoples Party Parliamentarians","3559"
"PK-13","Ghazanfar Ali Shah","Independent","55"
"PK-13","Gul Zali Khan","Tehreek-e-Tahafuze Pakistan","423"
"PK-13","Mian Yahya Shah","Pakistan Peoples Party Parliamentarians","6074"
"PK-13","Mufti Imtiaz Ali","Jamiat Ulama-e-Islam (F)","8163"
"PK-13","Muhammad Hanif","Jamaat-e-Islami Pakistan","3187"
"PK-13","Muhammad Shahid","Awami National Party","14893"
"PK-13","Pervaiz Khattak","Pakistan Tehreek-e-Insaf","27012"
"PK-13","Rashid Ali Shah","Pakistan Muslim League (N)","3054"
"PK-13","Riaz Ahmed","MUTAHIDA DEENI MAHAZ","606"
"PK-13","Shahid Wali","Independent","321"
"PK-13","Siddique Ali Khan","Independent","462"
"PK-13","Syed Muhammad Sibtain","Independent","862"
"PK-13","Zulfiqar Aziz","Tehreek-e-Pasmanada Awam Pakistan","4871"
"PK-14","AFTAB AHMAD KHAN","Awami National Party","8800"
"PK-14","ASIF LUQMAN QAZI","Jamaat-e-Islami Pakistan","2835"
"PK-14","FAYAZ KHAN","Tehreek-e-Pasmanada Awam Pakistan","1423"
"PK-14","IKHTIAR WALI","Pakistan Muslim League (N)","9484"
"PK-14","IQBAL HUSSAIN","Independent","308"
"PK-14","JAMSHAIDUDDIN","Pakistan Tehreek-e-Insaf","15954"
"PK-14","LIAQAT SHABAB","Pakistan Peoples Party Parliamentarians","4287"
"PK-14","MEHBOOB AHMAD","Jamiat Ulama-e-Pakistan (Noorani)","141"
"PK-14","MIAN SHAKIR HUSSAIN","Independent","39"
"PK-14","MIR ALAM KHAN","Independent","227"
"PK-14","MUFTI HAKIM ALI KHEL","Jamiat Ulama-e-Islam (F)","4031"
"PK-14","MUHAMMAD AYAZ","Independent","6096"
"PK-14","MUHAMMAD NAWAB KHAN","Independent","111"
"PK-14","RAJ WALI KHAN","Independent","41"
"PK-15","Abdul Ghaffar Khattak","Pakistan Muslim League (N)","9898"
"PK-15","Dilbara","Muttahida Qaumi Movement Pakistan","178"
"PK-15","Easa Khan","Independent","1096"
"PK-15","Falak Niaz","Independent","539"
"PK-15","Gohar Zaman Khattak","Pakistan Muslim League","596"
"PK-15","Khalil Abbas Khattak","Awami National Party","8549"
"PK-15","Lt Col R Saida Khan","Independent","670"
"PK-15","Maj (R) Baseer Ahmad Khattak","Pakistan Peoples Party Parliamentarians","7954"
"PK-15","Maj R Baseer Ahmad Khattak","Millat Party","0"
"PK-15","Malik Fayaz ur Rehman","Independent","770"
"PK-15","Meraj Uddin","Jamaat-e-Islami Pakistan","4861"
"PK-15","Mufti Shaukat Ullah Khattak","Jamiat Ulama-e-Islam (F)","4919"
"PK-15","Muhammad Idrees","Pakistan Tehreek-e-Insaf","21935"
"PK-15","Qaiser Khan Khattak","Tehreek-e-Pasmanada Awam Pakistan","406"
"PK-16","Hafiz Sulaiman UL Haq","Jamiat Ulama-e-Islam (F)","4131"
"PK-16","Haji Fazal Rabbi","Independent","3847"
"PK-16","Haji Inayat UR Rehman","Jamaat-e-Islami Pakistan","6776"
"PK-16","Iman Uddin Khan","Independent","698"
"PK-16","Mian Rahim Shah kakakhel","Pakistan Peoples Party Parliamentarians","1197"
"PK-16","Muhammad Ijaz Khan","Independent","1426"
"PK-16","Parvez Ahmad Khan","Awami National Party","8807"
"PK-16","Pir Zar Hayat","Independent","479"
"PK-16","Qurban Ali Khan","Pakistan Tehreek-e-Insaf","9282"
"PK-16","Saleem Muhammad Yousafzai","Pakistan Muslim League (N)","4868"
"PK-17","Abdur Rehman Khan","Independent","2742"
"PK-17","Abid Jan","Pakistan Tehreek-e-Insaf","7731"
"PK-17","Anhar Ali","Independent","128"
"PK-17","Fazal Shakkor Khan","Jamiat Ulama-e-Islam (F)","24100"
"PK-17","Hamayoon Shah","Pakistan Muslim League (N)","588"
"PK-17","Ishtiaq Ahmad","MUTAHIDA DEENI MAHAZ","488"
"PK-17","Jehangir Khan","Tehreek-e-Tahafuze Pakistan","445"
"PK-17","Kamran Khan","Jannat Pakistan Party","46"
"PK-17","Liaqat Ali","All Pakistan Muslim League","30"
"PK-17","Misbah Ullah","Jamaat-e-Islami Pakistan","5526"
"PK-17","Mohammad Ahmad Khan","Awami National Party","12611"
"PK-17","Qaisar Jamal Khan Hashtnagri","Pakistan Peoples Party Parliamentarians","1460"
"PK-17","Qaiser Jamal Khan Hashtnagri","Millat Party","0"
"PK-17","Samina Naz","Independent","107"
"PK-17","Shah Iran","Tehreek-e-Pasmanada Awam Pakistan","59"
"PK-17","Sher Ali","Independent","113"
"PK-17","Syed Zafar Ali Shah","Independent","74"
"PK-18","Aftab Alam","Tehreek-e-Tahafuze Pakistan","662"
"PK-18","Ajmal Khan","Pakistan Muslim League","235"
"PK-18","Akbar Jan Khan","Jamaat-e-Islami Pakistan","2898"
"PK-18","Arshad Abdullah","Awami National Party","12488"
"PK-18","Dr Inamulalh Khan","Independent","241"
"PK-18","Ihsanullah Khan","Pakistan Muslim League (N)","10283"
"PK-18","Muhammad Hasham Khan","Independent","878"
"PK-18","Sultan Muhammad Khan","Tehreek-e-Pasmanada Awam Pakistan","13911"
"PK-18","Tariq Azam Khan","Pakistan Tehreek-e-Insaf","10326"
"PK-18","Tasbeehullah","Independent","376"
"PK-18","Tiamur Khattak","Pakistan Peoples Party Parliamentarians","2683"
"PK-19","Arshad Ali","Tehreek-e-Pasmanada Awam Pakistan","27895"
"PK-19","Aurang Zeb Khan","Pakistan Muslim League (N)","941"
"PK-19","Masood Jan","Jamaat-e-Islami Pakistan","3740"
"PK-19","Moulana Elahi Jan","Jamiat Ulama-e-Islam (F)","1719"
"PK-19","Muhammad Babar Khan","Pakistan Tehreek-e-Insaf","3750"
"PK-19","Muhammad Naeem Khan","Pakistan Peoples Party Parliamentarians","4706"
"PK-19","Shakeel Bashir Umerzai","Awami National Party","13337"
"PK-19","Syed Anwar Shah","Independent","141"
"PK-19","Syed Zafar Ali Shah","Independent","229"
"PK-20","Ahmad Shah","Pashtoonkhwa Milli Awami Party","105"
"PK-20","Ameer Nawaz Khan","Pakistan Peoples Party Parliamentarians","2127"
"PK-20","Aslam Khan","Independent","72"
"PK-20","Dr Nadeem Alam","Pakistan Tehreek-e-Insaf","3480"
"PK-20","Gul Badshah","Pakistan Muslim League (N)","463"
"PK-20","Gulistan of Cheil","Independent","638"
"PK-20","Haji Sami Ullah","Jamaat-e-Islami Pakistan","2521"
"PK-20","Khadim Shah Safi","Awami National Party","7480"
"PK-20","Khalid Khan","Tehreek-e-Pasmanada Awam Pakistan","16531"
"PK-20","Muhammad Arif Khan Tangi","Independent","2990"
"PK-20","Muhammad Nazif","National Party","222"
"PK-20","Mukhtar Ahmad Khan Halimzai Advocate","Pakistan Peoples Party (Shaheed Bhutto)","41"
"PK-20","Rehmat Wali","Tehreek-e-Tahafuze Pakistan","76"
"PK-20","Sahibzada Mufti Gohar Ali Shah","Jamiat Ulama-e-Islam (F)","15362"
"PK-20","Umara Khan","Independent","80"
"PK-21","Fakhre Alam","Jamiat Ulama-e-Islam (F)","9347"
"PK-21","Hussain Khan","Independent","235"
"PK-21","Imran Khan","Independent","48"
"PK-21","Khurshid Ali Khan","Pakistan Muslim League","64"
"PK-21","Muhammad Arif Alias Mian Arif Gul","Pakistan Peoples Party Parliamentarians","859"
"PK-21","Muhammad Ilays","Pakistan Tehreek-e-Insaf","4683"
"PK-21","Mukhtaram Shah","Pakistan Muslim League (N)","610"
"PK-21","Shah Hussain Durrani","Jamaat-e-Islami Pakistan","2291"
"PK-21","Sikandar Hayat Khan","Tehreek-e-Pasmanada Awam Pakistan","17052"
"PK-21","Syed Masoom Shah","Awami National Party","9920"
"PK-21","Zahoor Ahmad","Independent","438"
"PK-21","Zakir Shah","All Pakistan Muslim League","106"
"PK-22","Abdul Akbar Khan","Tehreek-e-Pasmanada Awam Pakistan","5605"
"PK-22","Abdul Muhsin","Pakistan Rah-e-Haq Party","545"
"PK-22","Abdul Wahab","Pakistan Muslim League","42"
"PK-22","Faraz Khan","Independent","2021"
"PK-22","Ferad Ullah","Muttahida Qaumi Movement Pakistan","42"
"PK-22","Ghulam Nabi","Independent","524"
"PK-22","Gohar Ali","Independent","176"
"PK-22","Gohar Shah","Independent","90"
"PK-22","Gul Yousaf","Independent","3600"
"PK-22","Haidar Ali Shah","Independent","2426"
"PK-22","Haji Asad Ullah","Pakistan Peoples Party Parliamentarians","1431"
"PK-22","Haji Tariq Nazir","Islami Inqalab Party","16"
"PK-22","Javed Khan","All Pakistan Muslim League","16"
"PK-22","Keramat Shah","Independent","1469"
"PK-22","Liaqat Ali","Independent","180"
"PK-22","Maqsood Akhtar","Awami National Party","4726"
"PK-22","Mohammad Arif","Pakistan Tehreek-e-Insaf","7904"
"PK-22","Mohammad Ishfaq Khan","Jamiat Ulama-e-Islam (F)","6012"
"PK-22","Muzamil Khan","Independent","31"
"PK-22","Rooh Ullah","Independent","546"
"PK-22","Sajjad Ali","Pakistan Muslim League (N)","494"
"PK-22","Shafee Ullah","Jamaat-e-Islami Pakistan","2369"
"PK-22","Shahid Ullah Khan","Independent","1262"
"PK-22","Syed Fazilat Shah","Tehreek-e-Tahafuze Pakistan","222"
"PK-23","Ajmal Khan","Jamiat Ulama-e-Islam (F)","2506"
"PK-23","Amir Haidar Khan","Awami National Party","16081"
"PK-23","Doctor Syed Sajjad Haidar","All Pakistan Muslim League","12"
"PK-23","Engineer Faisal Hayat Khan","Independent","192"
"PK-23","Haji Khan Akbar Afridi","Independent","7064"
"PK-23","Ikram Ullah Shahid","MUTAHIDA DEENI MAHAZ","1066"
"PK-23","Khan Ghawas","Pakistan Peoples Party Parliamentarians","664"
"PK-23","Mohammad Hamayun Khilji","Independent","26"
"PK-23","Mohammad Hashim Khan","Independent","23"
"PK-23","Mohammad Ibrahim Lodhi","Pakistan Muslim League","66"
"PK-23","Nawabzada Umer Farooq Khan Hoti","Pakistan Muslim League (N)","9270"
"PK-23","Rifaqat Begum Social Worker","Independent","35"
"PK-23","Saeed Akhtar Advocate","Jamaat-e-Islami Pakistan","1805"
"PK-23","Sareer Ahmad Khan","Tehreek-e-Pasmanada Awam Pakistan","608"
"PK-23","Syed Umer Farooq","Pakistan Tehreek-e-Insaf","11571"
"PK-23","Zarghoon Shah","Independent","93"
"PK-24","Abdul Samad Khan","Pakistan Peoples Party Parliamentarians","4285"
"PK-24","Ali Khan","Awami National Party","9936"
"PK-24","Anwar Baig","Jamaat-e-Islami Pakistan","1191"
"PK-24","Arsala Khan Hoti","Pakistan Muslim League (N)","9645"
"PK-24","Bakhtiar Ali","Independent","134"
"PK-24","Inam Khan","Pakistan Muslim League","77"
"PK-24","Inamullah Khan","Pashtoonkhwa Milli Awami Party","11"
"PK-24","Ishfaq Hussain","Jumiat Ulma-e-Islam(Nazryati)","141"
"PK-24","Jamil Ahmad","All Pakistan Muslim League","18"
"PK-24","Mahmand Khan","Independent","3328"
"PK-24","Muhammad Bakhtiar Khan","Tehreek-e-Pasmanada Awam Pakistan","298"
"PK-24","Muhammad Zahid Durrani","Pakistan Tehreek-e-Insaf","12302"
"PK-24","Mulana Amanat Shah Haqqani","Jamiat Ulama-e-Islam (F)","6974"
"PK-24","Muzafar Khan","Independent","93"
"PK-24","Noor Gul","Independent","2248"
"PK-24","Nusrat Ara","Independent","52"
"PK-24","Shakirullah","Tehreek-e-Tahafuze Pakistan","2061"
"PK-24","Shamas Khan","Muttahida Qaumi Movement Pakistan","197"
"PK-25","Aamir Shaukat","Tehreek-e-Pasmanada Awam Pakistan","85"
"PK-25","Abdus Salam Khan","Jamaat-e-Islami Pakistan","3639"
"PK-25","Ansar ul Abrar","Jamiat Ulama-e-Pakistan (Noorani)","210"
"PK-25","Bakhtawar Khan","Pakistan Muslim League (N)","4993"
"PK-25","Ghani Dad Khan","Awami National Party","7793"
"PK-25","Gul Shed","Independent","4709"
"PK-25","Maulana Israr ul Haq Haqani","Jamiat Ulama-e-Islam (F)","6875"
"PK-25","Riaz","Muttahida Qaumi Movement Pakistan","110"
"PK-25","Riaz ud Din","MUTAHIDA DEENI MAHAZ","185"
"PK-25","Sahaibzada Irfan Ahmad Bacha","Pakistan Muslim League","31"
"PK-25","Said ul Wahab","Independent","270"
"PK-25","Syed Rahat Ali Shah","All Pakistan Muslim League","36"
"PK-25","Syed Yasir Ali","Pashtoonkhwa Milli Awami Party","110"
"PK-25","Ubaid Ullah Mayar","Pakistan Tehreek-e-Insaf","16851"
"PK-25","Zawar Hussain","Tehreek-e-Tahafuze Pakistan","694"
"PK-25","Zeeshan Khan Zada","Pakistan Peoples Party Parliamentarians","4710"
"PK-26","Allama Muhammad Saddique","Jamiat Ulama-e-Islam (F)","6753"
"PK-26","Fazal Rabbi","Independent","162"
"PK-26","Iftikhar Ali Mushwani","Pakistan Tehreek-e-Insaf","13618"
"PK-26","Iftikhar Hussain","Muttahida Qaumi Movement Pakistan","43"
